SKU,Description,Location Fixed,Location Inventory,Warehouse Fixed,Nr of Picks,Nr of Picks Total Window,Quantity,Std Unit Cost,Extended Std Cost,Demand 180 Days,Actual Locations,Number of Registered Locations,Has Bulk Location,Registered Actual Location Count,Registered Location Types,Has Ground Level,Has Hand Pick,Has Highest Level
ABS6020_240_00053,RIGHT INTERMEDIATE SIDEPLATE A,D0604,,A0000N,0,0,142.0,20.99,2980.58,0.0,D0604,1,False,1,Legbord,False,False,False
ABS6020_240_00271,LCD ASSY,EZKE,,A0000N,0,0,737.0,75.7647,55838.58,0.0,EZKE,1,True,1,,False,False,False
ABS6020_240_00331,INSERT LEFT BLUE ASSY,G1304,,A0000N,0,0,296.0,3.8157,1129.45,0.0,G1304,1,False,1,Pallet,False,False,False
ABS6020_240_00341,INSERT RIGHT BLUE ASSY,G1404,,A0000N,0,0,523.0,3.8157,1995.61,0.0,G1404,1,False,1,Pallet,False,False,False
ABS6020_242_00342,LEFT INTERMEDIATE SIDEPLATE,D0504,,A0000N,0,0,202.0,18.64,3765.28,0.0,D0504,1,False,1,Legbord,False,False,False
ABS6020_243_00102,FRONT COVER,EZKE,,A0000N,0,0,542.0,5.55,3008.1,0.0,EZKE,1,True,1,,False,False,False
ABS6020_243_00112,HANDLE,EZKE,,A0000N,0,0,551.0,4.73,2606.23,0.0,EZKE,1,True,1,,False,False,False
ABS6020_243_00122,SIDE PART LEFT,G1104,,A0000N,0,0,558.0,5.39,3007.62,0.0,G1104,1,False,1,Pallet,False,False,False
ABS6020_243_00132,SIDE PART RIGHT,EZKE,,A0000N,0,0,563.0,5.39,3034.57,0.0,EZKE,1,True,1,,False,False,False
ABS6020_247_00061,ABIOSCOPE2 PACKAGING SET,EZKE,,A0000N,0,0,91.0,39.7,3612.7,0.0,EZKE,1,True,1,,False,False,False
AIB4022_109_00241,BOX 408X408X110MM CARDBOARD,LZKL,LZKL,A0000N,0,0,350.0,2.632,921.2,358.0,LZKL,1,True,1,,False,False,False
AIB4022_109_00251,INLAY 403X90MM CARDBOARD,LZKL,LZKL,A0000N,0,0,1080.0,0.767,828.36,1211.0,LZKL,1,True,1,,False,False,False
AIB4022_109_00261,SHEET 403X403MM CARDBOARD,LZKL,LZKL,A0000N,0,0,135.0,1.014,136.46,572.0,LZKL,1,True,1,,False,False,False
AIB4022_109_00281,BOX 495X495X205MM CARDBOARD,LZKL,LZKL,A0000N,2,2,305.0,4.069,1241.05,6.0,LZKL,1,True,1,,False,False,False
AIB4022_244_60061,DISPLAY BOX PM8907,J0504,J0504,A0000N,1,1,1383.0,0.14,193.68,0.0,J0504,1,False,1,Pallet,False,False,False
AIB4022_244_60271,DISPLAYBOX  PM8907/008,J0604,J0604,A0000N,0,0,880.0,0.46,404.8,0.0,J0604,1,False,1,Pallet,False,False,False
AIB4022_301_10491,SHIPPING STICKER ALFRED,K1603,K1603,A0000N,0,0,4000.0,0.0324,129.6,200.0,K1603,1,False,1,Pallet,False,False,False
AIB4022_494_46861,CORNER PIECE,LZKL,LZKL,B0000N,0,0,1387.0,0.4798,665.48,0.0,LZKL,1,True,1,,False,False,False
AIB7001_101_00154,CAP 0.012F 20% 35V ESR=0.32,EZKE,EZKE,A0000N,25,25,2911.0,1.53,4453.83,6492.0,EZKE,1,True,1,,False,False,False
AIB7001_103_00291,A350 AIP LCD  28QVF1H,B1403,B1403,A0000N,0,0,1173.0,40.55,47565.15,0.0,B1403,1,False,1,Pallet,False,False,False
AIB7001_105_00030,CARD EJECTOR D7E50-7316-03 3M,H2002,H2002,A0000N,0,0,1405.0,2.15,3020.75,3126.0,H2002,1,False,1,Legbord,False,True,False
AIB7001_107_00001,LCD MODULE EA DIP162-DHNLED,A1504,A1504,A0000N,0,0,200.0,16.5,3300.0,10.0,A1504,1,False,1,Pallet,False,False,True
AIB7001_107_00032,A350 AAP TYPE A TOUCHSCREEN,E0103,E0103,A0000N,8,8,199.0,39.6266,7885.7,256.0,E0103,1,False,1,Legbord,False,True,False
AIB7001_107_00061,A350 AAP-AIP 2.8 INCH LCD DISP,E0103,E0103,A0000N,8,8,1086.0,15.02,16311.72,539.0,E0103,1,False,1,Legbord,False,True,False
AIB7001_107_00101,LOUDSPEAKER 25 L 23 14,EZKE,EZKE,A0000N,0,0,438.0,16.5,7227.0,0.0,EZKE,1,True,1,,False,False,False
AIB7001_107_00559,LOUDSPEAKER 25 L 25 10,E0403,E0403,A0000N,3,3,72.0,26.34,1896.48,35.0,E0403,1,False,1,Legbord,False,True,False
AIB7001_109_00031,FAP STRAP AND BUCKEL,H1902,H1902,"A0000N, B0000N",0,0,3.0,57.95,173.85,0.0,H1902,1,False,1,Legbord,False,True,False
AIB7001_240_06361,LIB A330F LARGE FRONTPLATE ASS,A1504,A1504,A0000N,0,0,21.0,208.93,4387.53,0.0,A1504,1,False,1,Pallet,False,False,True
AIB7001_240_07842,A350-FAP BACKLIGHT INV ASSY,A1504,A1504,A0000N,0,0,79.0,14.6788,1159.62,0.0,A1504,1,False,1,Pallet,False,False,True
AIB7001_240_09971,MP-FAP V52 HKP COVER DD ASSY,E0403,E0403,A0000N,10,10,105.0,290.49,30501.45,450.0,E0403,1,False,1,Legbord,False,True,False
AIB7001_242_00644,DISTANCER UNC4-40X32MM,H1202,H1202,A0000N,0,0,6149.0,0.988,6075.209999999999,7189.0,H1202,1,False,1,Legbord,False,True,False
AIB7001_242_01092,A350 AIP LCD FRAME,E2107,E2107,A0000N,0,0,1140.0,3.451,3934.14,0.0,E2107,1,False,1,Pallet,False,False,True
AIB7001_242_01093,A350 AIP LCD FRAME,I0503,I0503,A0000N,9,9,220.0,3.451,759.22,539.0,I0503,1,False,1,Pallet,False,False,False
AIB7001_242_01102,A350 AAP A REARCASE,E0303,E0303,A0000N,9,9,94.0,4.483,421.4,256.0,E0303,1,False,1,Legbord,False,True,False
AIB7001_242_01122,A350 AIP REARCASE,EZKE,EZKE,A0000N,10,10,65.0,4.599,298.94,539.0,EZKE,1,True,1,,False,False,False
AIB7001_242_01281,A350-FAP FRONT PLATE DD,,E0105,,0,0,5.0,124.41,622.05,0.0,E0105,1,False,1,Legbord,False,False,False
AIB7001_242_01661,A350-FAP FRONT PLATE LR SA DD,E0103,E0103,A0000N,13,13,62.0,119.07,7382.34,245.0,E0103,1,False,1,Legbord,False,True,False
AIB7001_243_00671,FOIL SCREEN JAC 87015,E0701,E0701,A0000N,0,0,1354.0,1.22,1651.88,0.0,E0701,1,False,1,Pallet,True,True,False
AIB7001_246_05046,MP-FAP MB COATED UNIT,F1204,F1204,A0000N,0,0,6.0,0.0,0.0,0.0,F1204,1,False,1,Legbord,False,False,False
AIB7001_246_05047,MP-FAP MB COATED UNIT,F1104,F1104,A0000N,0,0,3.0,0.0,0.0,0.0,F1104,1,False,1,Legbord,False,False,False
AIB7001_246_05281,MP-FAP LR SA MB COATED UNIT,A1504,A1504,A0000N,0,0,2.0,222.6883,445.38,0.0,A1504,1,False,1,Pallet,False,False,True
AIB7001_246_06542,MP-FAP V4 MB PC1 COATED UNIT,H1302,H1302,A0000N,0,0,6.0,548.3068,3289.84,0.0,H1302,1,False,1,Legbord,False,True,False
AIB7001_246_06544,MP-FAP V4 MB PC1 COATED UNIT,A1504,A1504,A0000N,0,0,1.0,1047.0927,1047.09,0.0,A1504,1,False,1,Pallet,False,False,True
AIB7001_246_06837,MP-FAP V52 MB PC1 COATED UNIT,F1204,F1204,A0000N,0,0,4.0,1018.6503,4074.6,0.0,F1204,1,False,1,Legbord,False,False,False
AIB7001_247_00071,FAP SHEET CARDBOARD,J0704,J0704,B0000N,0,0,480.0,0.554,265.92,0.0,J0704,1,False,1,Pallet,False,False,False
AIB7001_247_00101,FOIL ANTISTATIC PINK FOR CLEAN,LZKL,,A0000N,0,0,658.0,0.9682,637.05,1062.0,LZKL,1,True,1,,False,False,False
APA0532_243_00013,RING,E0905,E0905,A0000N,0,0,3000.0,0.0001,0.31,1906.0,E0905,1,False,1,Legbord,False,False,False
APA0532_243_00032,COVER,E0905,E0905,A0000N,0,0,3450.0,0.0001,0.35,2398.0,E0905,1,False,1,Legbord,False,False,False
APA0532_246_00103,STALORAL SMD MAINBOARD,K0902,K0902,A0000N,0,0,1529.0,9.2542,14149.609999999999,1526.0,K0902A,1,False,1,Legbord,False,False,False
APA0532_247_00012,QUICKSTART MANUAL,K1203,K1203,A0000N,0,0,9628.0,0.261,2512.91,1813.0,K1203,1,False,1,Pallet,False,False,False
APA0532_247_00033-C,IPUMP PACKAGING BOX,EZKE,EZKE,A0000N,0,0,450.0,0.0001,0.05,360.0,EZKE,1,True,1,,False,False,False
ASM0051_108_00071-LF,FRAME MDPC 1,EZKE,EZKE,A0000N,43,43,5.0,2352.5,11762.5,42.0,EZKE,1,True,1,,False,False,False
ASM0051_109_00003-LF,ESD CONTAINER 800 X 600 X 120,HZKH,HZKH,A0000N,0,0,111.0,51.0825,5670.16,440.0,HZKH,1,True,1,,False,False,False
ASM0051_109_00004-LF,ESD LID FOR CONTAINER 800 X 60,HZKH,HZKH,A0000N,0,0,111.0,25.0425,2779.7200000000003,440.0,HZKH,1,True,1,,False,False,False
ASM0051_109_00005-LF,PE DISSIPATIVE FOAM 760X560X25,HZKH,HZKH,A0000N,0,0,607.0,13.5345,8215.44,1146.0,HZKH,1,True,1,,False,False,False
ASM0051_109_00006-LF,ESD BAG SCC1000 24X30 INCH,E2003,E2003,A0000N,53,53,384.0,2.3089,886.6,427.0,E2003,1,False,1,Legbord,False,True,False
ASM0051_110_00081-LF,"DUPLEXPATCHCORD 9/125, FCAPC/F",K0003,K0003,"A0000N, B0000N",0,0,30.0,30.2085,906.26,0.0,K0003,1,False,1,Pallet,False,False,False
ASM0051_240_01641-LF,FINAL ASSY BFSR FLIGHT CASE,EZKE,EZKE,A0000N,0,0,1.0,5351.0,5351.0,0.0,EZKE,1,True,1,,False,False,False
ASM0051_240_02311-P,NXT3 MDRC SMCR WIRE SET,HZKH,HZKH,A0000N,0,0,1.0,293.37,293.37,0.0,HZKH,1,True,1,,False,False,False
ASM0051_240_02471-P,WIRE HARNESS SHB-MD PLC,F1402,F1402,A0000N,0,0,4.0,1353.661,5414.64,0.0,F1402,1,False,1,Legbord,False,True,False
ASM0051_240_02511-LF,NXT3_MDRC WIRE HARNESS SHB PLC,HZKH,HZKH,A0000N,1,1,12.0,1175.9044,14110.85,1.0,HZKH,1,True,1,,False,False,False
ASM0051_240_02682-P,WIRE SET_MDRC_NXE3400_BACKPLAT,HZKH,HZKH,A0000N,0,0,2.0,1625.6068,3251.21,0.0,HZKH,1,True,1,,False,False,False
ASM0051_240_02711-LF,MDRC NXE3400 MECHANICAL ASSY,EZKE,EZKE,A0000N,0,0,1.0,1995.0,1995.0,0.0,EZKE,1,True,1,,False,False,False
ASM0051_240_03501-P,WIRESET SR HPRGA POWER I/O BOX,J1302,J1302,A0000N,0,0,3.0,483.2363,1449.71,0.0,J1302,1,False,1,Legbord,False,True,False
ASM0051_240_03631-LF,NXT3_MDRC 250A GEN. ASSY CABLE,I2002,I2002,A0000N,0,0,1.0,868.9845,868.98,0.0,I2002,1,False,1,Legbord,False,True,False
ASM0051_240_03841-P,WIRE SET NXT1 MDRC CBT ASSY,D1504,D1504,A0000N,0,0,4.0,531.4365,2125.75,0.0,D1504,1,False,1,Legbord,False,False,False
ASM0051_240_06162-P,WIRE SET MDRC3800 CBM ASSY 022,G0902,G0902,A0000N,0,0,3.0,833.3,2499.9,2.0,G0902,1,False,1,Legbord,False,True,False
ASM0051_240_06172-P,WIRE SET MDRC3800 CBT ASSY 022,HZKH,HZKH,A0000N,0,0,1.0,826.95,826.95,1.0,HZKH,1,True,1,,False,False,False
ASM0051_240_06182-P,WIRE SET MAIN MDRC3800 BPA ASS,F0301,F0301,A0000N,0,0,2.0,628.64,1257.28,2.0,F0301,1,False,1,Pallet,True,True,False
ASM0051_240_06631-LF,PDU PANEL2 WIRE DUCTS,EZKE,EZKE,A0000N,43,43,8.0,138.8415,1110.73,42.0,EZKE,1,True,1,,False,False,False
ASM0051_240_06641-LF,PDU PANEL3 WIRE DUCTS,EZKE,EZKE,A0000N,42,42,10.0,163.8945,1638.95,40.0,EZKE,1,True,1,,False,False,False
ASM0051_240_06652-LF,PDU PANEL4 WIRE DUCTS,J0902,J0902,A0000N,41,41,12.0,107.5599,1290.72,40.0,J0902,1,False,1,Legbord,False,True,False
ASM0051_240_30691-LF,2D INTERFACE BOX ASSY,EZKE,EZKE,A0000N,16,16,17.0,63.13,1073.21,107.0,EZKE,1,True,1,,False,False,False
ASM0051_240_86611-P,WIRE LIST_MDPC1 DIN ASSY 1 PAR,HZKH,HZKH,A0000N,40,40,7.0,336.27,2353.89,37.0,HZKH,1,True,1,,False,False,False
ASM0051_240_86651-P,WIRE LIST_MDPC1 DIN ASSY 5,I0801,I0801,A0000N,38,38,10.0,99.29,992.9,36.0,I0801,1,False,1,Pallet,True,True,False
ASM0051_240_86661-P,WIRE LIST_MDPC1 DIN ASSY 6,H0201,H0201,A0000N,40,40,9.0,125.03,1125.27,37.0,H0201,1,False,1,Pallet,True,True,False
ASM0051_240_86681-P,WIRE LIST_MDPC1 PE RAIL,HZKH,HZKH,A0000N,43,43,10.0,342.38,3423.8,40.0,HZKH,1,True,1,,False,False,False
ASM0051_240_86691-P,WIRE LIST_MDPC1 REMAINING WIRE,J0401,,A0000N,43,43,10.0,1082.01,10820.1,40.0,J0401,1,False,1,Pallet,True,True,False
ASM0051_438_35234-LF,PVC WIRE 95QMM 600V BK,K1502,K1502,A0000N,0,0,123.0,32.8545,4041.1,0.0,K1502A,1,False,1,Legbord,False,False,False
ASM0051_438_45038-LF,XT5S 400A BREAKING PART 4P 100,F1104,F1104,A0000N,37,37,2.0,566.78,1133.56,35.0,F1104,1,False,1,Legbord,False,False,False
ASM0051_694_37063-LF,REAR PROTECTION ASSY MID,D1701,D1701,A0000N,7,7,3.0,191.814,575.44,11.0,D1701,1,False,1,Pallet,True,True,False
ASM0051_694_46832-LF,BASE PLATE W800 D900 + WHEELS,EZKE,EZKE,A0000N,3,3,2.0,910.245,1820.49,3.0,EZKE,1,True,1,,False,False,False
ASM0051_698_53764-LF,RH NXE CONTROL CABINET ASSY AN,EZKE,EZKE,A0000N,24,24,2.0,6002.85,12005.7,24.0,EZKE,1,True,1,,False,False,False
ASM0051_704_23641-LF,BASE PLATE W900 D1200 + WHEELS,EZKE,EZKE,A0000N,90,90,10.0,847.5705,8475.71,89.0,EZKE,1,True,1,,False,False,False
ASM0051_704_78471-LF,BASE PLATE 126TE 900MM + WHEEL,EZKE,EZKE,A0000N,5,5,1.0,940.9785,940.98,5.0,EZKE,1,True,1,,False,False,False
ASM0051_716_02442-LF,WIRE DUCT 60X40 350MM,E0302,E0302,A0000N,0,0,27.0,35.0,945.0,0.0,E0302,1,False,1,Legbord,False,True,False
ASM0051_716_02471-LF,WIRE DUCT 60X60 657MM,G0102,G0102,A0000N,38,38,15.0,36.53,547.95,36.0,G0102,1,False,1,Legbord,False,True,False
ASM4022_430_06531-LF,CONNECTOR STICKER,K0803,K0803,A0000N,0,0,6726.0,0.12,807.12,1220.0,K0803,1,False,1,Pallet,False,False,False
ASM4022_430_23602-LF,TRACKBALL B5XUSB,I0502,I0502,A0000N,4,4,3.0,409.0,1227.0,4.0,I0502,1,False,1,Legbord,False,True,False
ASM4022_438_05890-LF,DOUBLE-LAYER 2.7V 20% 25F RA,EZKE,EZKE,A0000N,3,3,6297.0,0.7021,4421.0,6760.0,EZKE,1,True,1,,False,False,False
ASM4022_438_07168-LF,3 PHASE MAINS FILTER 520V/200A,HZKH,HZKH,A0000N,0,0,14.0,1288.35,18036.9,14.0,HZKH,1,True,1,,False,False,False
ASM4022_438_07171-LF,3P+N  EMC FILTER 440VAC/180A,EZKE,EZKE,A0000N,43,43,7.0,557.697,3903.88,42.0,EZKE,1,True,1,,False,False,False
ASM4022_438_07173-LF,3P+N 530VAC/250A N DISC SCREW,HZKH,HZKH,A0000N,3,3,4.0,647.0601,2588.24,6.0,HZKH,1,True,1,,False,False,False
ASM4022_438_07206-LF,3PH MAINS FILTER 520V/200A,I1101,I1101,A0000N,43,43,5.0,715.78,3578.9,41.0,I1101,1,False,1,Pallet,True,True,False
ASM4022_438_32582-LF,PWR CONT REC 2.5-4QMM,K1503,K1503,A0000N,0,0,389.0,1.6905,657.6,0.0,K1503,1,False,1,Pallet,False,False,False
ASM4022_438_34301-LF,GROUND RAIL MS M5,F0204,F0204,A0000N,6,6,7.0,80.85,533.61,4.0,F0204,1,False,1,Legbord,False,False,False
ASM4022_438_34320-LF,DIN RAIL TH TYPE 15X5.5 PERF,LZKL,LZKL,A0000N,0,0,27.0,6.6674,180.02,0.0,LZKL,1,True,1,,False,False,False
ASM4022_438_34484-LF,BUSBAR CIRCUIT BREAKER ADAPTER,HZKH,HZKH,A0000N,80,80,32.0,35.62,1139.84,203.0,HZKH,1,True,1,,False,False,False
ASM4022_438_35190-LF,PVC WIRE 10QMM 600V BK,K1502,K1502,A0000N,0,0,150.0,2.08,312.0,8.0,K1502A,1,False,1,Legbord,False,False,False
ASM4022_438_35196-LF,PVC WIRE 10QMM 600V BU,K1502,K1502,A0000N,0,0,256.0,2.08,531.61,0.0,K1502A,1,False,1,Legbord,False,False,False
ASM4022_438_35200-LF,PVC WIRE 16QMM 600V BK,K1602,K1602,A0000N,5,5,274.0,3.45,946.68,5.0,K1602A,1,False,1,Legbord,False,False,False
ASM4022_438_35204-LF,PVC WIRE 16QMM 600V BU,K1602,K1602,A0000N,5,5,697.0,3.45,2405.0,5.0,K1602A,1,False,1,Legbord,False,False,False
ASM4022_438_35226-LF,PVC WIRE 25QMM 600V BU,K1802,K1802,A0000N,0,0,314.0,5.03,1581.4299999999998,8.0,K1802A,1,False,1,Legbord,False,False,False
ASM4022_438_35229-LF,PVC WIRE 25QMM 600V YE-GN,K1702,K1702,A0000N,0,0,215.0,5.03,1082.96,18.0,K1702A,1,False,1,Legbord,False,False,False
ASM4022_438_35235-LF,PVC WIRE 95QMM 600V BU,EZKE,EZKE,A0000N,0,0,80.0,16.2015,1296.12,0.0,EZKE,1,True,1,,False,False,False
ASM4022_438_36804-LF,PVC CBL SHI 4+PEX2.5QMM TC,K1303,K1303,A0000N,0,0,140.0,3.138,439.32,46.0,K1303,1,False,1,Pallet,False,False,False
ASM4022_438_37213-LF,PVC CBL SHI 2+PEX1.5QMM TC,K1703,K1703,A0000N,0,0,8.0,1.6212,12.39,0.0,K1703,1,False,1,Pallet,False,False,False
ASM4022_438_37947-LF,PVC CBL TWI/SHI 5X2X.34QMM CMR,K1303,K1303,A0000N,1,1,110.0,2.594,285.34,3.0,K1303,1,False,1,Pallet,False,False,False
ASM4022_438_37951-LF,PVC CBL TWI/SHI 2X2X0.25QMMCMR,K1803,K1803,A0000N,0,0,300.0,1.587,476.1,2.0,K1803,1,False,1,Pallet,False,False,False
ASM4022_438_38542-LF,PVC WIRE 50QMM 600V GNYE,K1802,K1802,A0000N,0,0,53.0,10.66,560.08,0.0,K1802A,1,False,1,Legbord,False,False,False
ASM4022_438_38543-LF,PVC WIRE 50QMM 600V BK,K1702,K1702,A0000N,6,6,45.0,10.66,479.7,96.0,K1702A,1,False,1,Legbord,False,False,False
ASM4022_438_38544-LF,PVC WIRE 16QMM 600V DARK-BU,K1703,K1703,A0000N,0,0,138.0,3.68,508.06,0.0,K1703,1,False,1,Pallet,False,False,False
ASM4022_438_38935-LF,PA CBL TIE DIAM. TO 330MM RD,D1903,D1903,A0000N,0,0,75.0,0.93,69.75,0.0,D1903,1,False,1,Legbord,False,True,False
ASM4022_438_39103-LF,SHRINK SLEEVE 2.4/1.2MM BLACK,K1402,K1402,A0000N,0,0,85.0,0.6075,51.64,0.0,K1402A,1,False,1,Legbord,False,False,False
ASM4022_438_39107-LF,SHRINK SLEEVE 9.5/4.8MM BK,K1403,K1403,A0000N,0,0,33.0,1.5361,51.800000000000004,26.0,K1403,1,False,1,Pallet,False,False,False
ASM4022_438_39108-LF,SHRINK SLEEVE 12.7/6.4MM BK,K1203,K1203,A0000N,0,0,297.0,1.4625,434.36,0.0,K1203,1,False,1,Pallet,False,False,False
ASM4022_438_39109-LF,SHRINK SLEEVE 19.1/9.5MM BK,K1603,,A0000N,0,0,150.0,2.457,368.55,0.0,K1603,1,False,1,Pallet,False,False,False
ASM4022_438_39110-LF,SHRINK SLEEVE 25.4/12.7MM BK,K1803,K1803,A0000N,0,0,130.0,3.255,423.15,0.0,K1803,1,False,1,Pallet,False,False,False
ASM4022_438_39111-LF,SHRINK SLEEVE 38.0/19.0MM BK,K1803,,A0000N,0,0,57.0,7.6976,439.53,0.0,K1803,1,False,1,Pallet,False,False,False
ASM4022_438_39113-LF,SHRINK SLEEVE 76.0/38.1MM BK,K1503,K1503,A0000N,0,0,131.0,12.782,1668.82,0.0,K1503,1,False,1,Pallet,False,False,False
ASM4022_438_39135-LF,SHRINK SLEEVE 1.2/0.6MM WHITE,K1703,K1703,A0000N,0,0,600.0,1.5026,901.53,0.0,K1703,1,False,1,Pallet,False,False,False
ASM4022_438_39136-LF,SHRINK SLEEVE 9.5/4.8MM WH,K1403,K1403,A0000N,0,0,98.0,2.61,255.78,1.0,K1403,1,False,1,Pallet,False,False,False
ASM4022_438_39142-LF,SHRINK SLEEVE 9/3MM BLACK GLUE,F0304,F0304,A0000N,0,0,24.0,4.4321,106.37,0.0,F0304,1,False,1,Legbord,False,False,False
ASM4022_438_39143-LF,SHRINK SLEEVE 12/4MM GLUE BK,F0304,F0304,A0000N,0,0,21.0,3.4875,73.37,0.0,F0304,1,False,1,Legbord,False,False,False
ASM4022_438_39146-LF,SHRINK SLEEVE 39/13MM BLK GLUE,D2003,D2003,A0000N,0,0,1.0,30.723,30.72,0.0,D2003,1,False,1,Legbord,False,True,False
ASM4022_438_39173-LF,SHRINK SLEEVE 2.4/1.2MM WHITE,K1303,K1303,A0000N,0,0,160.0,0.621,99.36,0.0,K1303,1,False,1,Pallet,False,False,False
ASM4022_438_39174-LF,SHRINK SLEEVE 3.2/1.6MM WHITE,K1302,K1302,A0000N,0,0,397.0,0.7335,291.2,8.0,K1302A,1,False,1,Legbord,False,False,False
ASM4022_438_39178-LF,SHRINK SLEEVE 12.7/6.4MM WHITE,K1202,K1202,A0000N,4,4,9000.0,0.8264,7437.07,0.0,K1202A,1,False,1,Legbord,False,False,False
ASM4022_438_39179-LF,SHRINK SLEEVE 19.0/9.5MM WHITE,K1302,K1302,A0000N,0,0,35.0,2.9862,104.52,0.0,K1302A,1,False,1,Legbord,False,False,False
ASM4022_438_39190-LF,SHRINK SLEEVE 3/1.5MM YE-GN,K1603,K1603,A0000N,0,0,91.0,2.0223,184.23,0.0,K1603,1,False,1,Pallet,False,False,False
ASM4022_438_39292-LF,SLIT HARNESS WRAP 20.0-23.0MM,K1402,K1402,A0000N,1,1,30.0,8.694,260.82,1.0,K1402A,1,False,1,Legbord,False,False,False
ASM4022_438_39544-LF,PVC EDGE PROFILE BLK 1.0-4.0MM,K1802,K1802,A0000N,7,7,54.0,1.743,94.1,42.0,K1802A,1,False,1,Legbord,False,False,False
ASM4022_438_40212-LF,TAPPED STRIP 126TE M2.5,G0702,G0702,A0000N,63,63,260.0,7.2163,1876.24,307.0,G0702,1,False,1,Legbord,False,True,False
ASM4022_438_40605-LF,RAIL FLANGED 23X64 L1000MM,LZKL,LZKL,A0000N,43,43,18.0,114.45,2060.1,80.0,LZKL,1,True,1,,False,False,False
ASM4022_438_40606-LF,RAIL FLANGED 23X64 L1600MM,LZKL,LZKL,A0000N,40,40,18.0,172.788,3110.18,74.0,LZKL,1,True,1,,False,False,False
ASM4022_438_40611-LF,BAYING COVER L 1200MM,F2002,F2002,A0000N,90,90,27.0,21.36,576.72,90.0,F2002,1,False,1,Legbord,False,True,False
ASM4022_438_40612-LF,MOUNTING RAILS 18X64 L 800MM,F0404,F0404,A0000N,3,3,17.0,15.8025,268.64,15.0,F0404,1,False,1,Legbord,False,False,False
ASM4022_438_40618-LF,C RAIL 23X64MM L 800MM,F0404,F0404,A0000N,6,6,5.0,40.362,201.81,9.0,F0404,1,False,1,Legbord,False,False,False
ASM4022_438_40621-LF,C RAIL 23X23MM L 695MM,F0504,F0504,A0000N,3,3,12.0,5.523,66.28,18.0,F0504,1,False,1,Legbord,False,False,False
ASM4022_438_40622-LF,MOUNTING RAIL 18X39 L 800MM,F0504,F0504,A0000N,4,4,5.0,9.702,48.51,6.0,F0504,1,False,1,Legbord,False,False,False
ASM4022_438_40635-LF,RAIL FLANGED 23X64 L800MM,F0604,F0604,A0000N,209,209,135.0,15.708,2120.58,736.0,F0604,1,False,1,Legbord,False,False,False
ASM4022_438_40815-LF,PARTIAL MNT PLATE 700X300MM,G0102,G0102,A0000N,3,3,1.0,44.4675,44.47,3.0,G0102,1,False,1,Legbord,False,True,False
ASM4022_438_40855-LF,VX 19 MOUNTING ANGLES 482.6MM,EZKE,EZKE,A0000N,3,3,1.0,61.593,61.59,3.0,EZKE,1,True,1,,False,False,False
ASM4022_438_41556-LF,3PST+2NO+2NC REL 110-250V 250A,EZKE,EZKE,A0000N,46,46,6.0,501.82,3010.92,45.0,EZKE,1,True,1,,False,False,False
ASM4022_438_42218-LF,TRANSFORMER 4000VA 400V/230V,HZKH,HZKH,A0000N,46,46,4.0,368.82,1475.28,43.0,HZKH,1,True,1,,False,False,False
ASM4022_438_42219-LF,TRAFO 1380VA 230V/100_120_230V,HZKH,HZKH,A0000N,3,3,1.0,295.386,295.39,3.0,HZKH,1,True,1,,False,False,False
ASM4022_438_42220-LF,TRAFO 1380VA 400V/100_120_230V,HZKH,HZKH,A0000N,86,86,16.0,296.037,4736.59,80.0,HZKH,1,True,1,,False,False,False
ASM4022_438_44786-LF,3 POL 60A MAIN SWITCH,EZKE,EZKE,A0000N,50,50,57.0,119.4,6805.8,129.0,EZKE,1,True,1,,False,False,False
ASM4022_438_44792-LF,4POL 175A MAIN SWITCH NZMN2,G0201,G0201,A0000N,43,43,9.0,480.17,4321.53,42.0,G0201,1,False,1,Pallet,True,True,False
ASM4022_438_44793-LF,4POL 250A MAIN SWITCH NZMN2,G0301,G0301,A0000N,0,0,1.0,567.47,567.47,0.0,G0301,1,False,1,Pallet,True,True,False
ASM4022_438_44910-LF,DOOR MOUNTED ROT. HANDLE NZM2,G0401,G0401,A0000N,43,43,16.0,35.68,570.88,42.0,G0401,1,False,1,Pallet,True,True,False
ASM4022_438_54038-LF,SIDE WALL FIXED SUPP 6HE 565MM,G0303,G0303,A0000N,1,1,4.0,323.0,1292.0,1.0,G0303,1,False,1,Legbord,False,False,False
ASM4022_438_54067-LF,SIDE WALL FIXED SUPP 6HE 415MM,H0102,H0102,A0000N,29,29,13.0,23.51,305.63,50.0,H0102,1,False,1,Legbord,False,True,False
ASM4022_438_54296-LF,FRONT HOR RAIL 126TE H-LL,G0702,G0702,A0000N,40,40,119.0,13.6451,1623.77,92.0,G0702,1,False,1,Legbord,False,True,False
ASM4022_438_54396-LF,FRONT HOR RAIL 126TE H-SL,D0903,D0903,A0000N,25,25,22.0,28.1925,620.24,52.0,D0903,1,False,1,Legbord,False,True,False
ASM4022_438_55205-LF,CABLE TRAY PROFILE 1800MM,A1101,A1101,A0000N,103,103,25.0,138.22,3455.5,246.0,A1101,1,False,1,A-stelling,True,True,False
ASM4022_438_55207-LF,CABLE TRAY PROFILE 1600MM,EZKE,EZKE,A0000N,43,43,12.0,350.58,4206.96,80.0,EZKE,1,True,1,,False,False,False
ASM4022_438_55242-LF,CAB. 38HE W600 D1200 PC,EZKE,EZKE,A0000N,44,44,8.0,1663.35,13306.8,44.0,EZKE,1,True,1,,False,False,False
